Serving HTTP on 127.0.0.1 port 53171 (http://127.0.0.1:53171/) ...
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /development/architecture/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /assets/stylesheets/main.ec1eaa64.min.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /assets/javascripts/bundle.d7400e89.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /javascripts/mathjax.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /assets/javascripts/workers/search.2c215733.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /sitemap.xml HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /search/search_index.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:24] "GET /assets/images/favicon.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /development/implementation-plan/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /assets/stylesheets/main.ec1eaa64.min.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /assets/javascripts/bundle.d7400e89.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /javascripts/mathjax.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /assets/javascripts/workers/search.2c215733.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /sitemap.xml HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /search/search_index.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:25] "GET /assets/images/favicon.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /development/sessions/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/stylesheets/main.ec1eaa64.min.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/javascripts/bundle.d7400e89.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /javascripts/mathjax.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/javascripts/workers/search.2c215733.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /sitemap.xml HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /search/search_index.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/images/favicon.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /development/jobs/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/stylesheets/main.ec1eaa64.min.css HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/javascripts/bundle.d7400e89.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /javascripts/mathjax.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/javascripts/workers/search.2c215733.min.js HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /search/search_index.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /sitemap.xml HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:26] "GET /assets/images/favicon.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:27] "GET /readme-preview.html HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:27] "GET /development/implementation-plan/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:27] "GET /mcp/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:27] "GET /development/agent-workflows/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /tutorials/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /tutorials/sessions/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /tutorials/views/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /tutorials/jobs/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /sessions/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /views/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /jobs/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/local-setup/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/mcp/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p04/events.jsonl HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/server-responses.jsonl HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/views/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /tutorials/examples/p06-view-apply.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/answer.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/image-review.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/native-01.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/native-02.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/native-03.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/native-04.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/native-05.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p06/observer/native-06.png HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/jobs/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/evidence/p10/mcp-jobs.json HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/p10-evidence/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/sessions/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/platform-resinsight/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/workspaces/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/architecture/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/contracts/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/p06-evidence/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/platform-proof/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/project-organization/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/testing-and-review/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/scope-review/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/releases/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/mcp-evidence/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/p04-evidence/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/model-imports/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /development/p07-evidence/ HTTP/1.1" 200 -
127.0.0.1 - - [09/Sep/2026 08:36:28] "GET /tutorials/examples/p06-view-apply.json HTTP/1.1" 200 -
